sep=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;subtitle;featuredItem;headerImage;headerHeight;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@icon;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
orbits-in-contemporary-art;Orbits In Contemporary Art;publish;A short description of the initiative by its initiators will appear here shortly.;;852;;;;;ARA_Default_Banner_Thumb_Image-1;;london;;0;;;Space Station Sixty-Five - Building One, 373 Kennington Road, London SE11 4PS;51.486339;-0.110578;;;;info@spacestationsixtyfive.com;1;1;http://www.spacestationsixtyfive.com/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
black-flash;Black Flash;publish;A short description of the initiative by its initiators will appear here shortly.;;853;;;;;ARA_Default_Banner_Thumb_Image-1;;saskatoon;;0;;;P.O. Box 7381 Station Main, Saskatoon, Canada, S7K 4J3;52.114237;-106.656282;;;;bf.info@blackflash.ca;1;1;http://blackflash.ca/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
canter-of-contemporary-arts;Canter Of Contemporary Arts;publish;A short description of the initiative by its initiators will appear here shortly.;;854;;;;;ARA_Default_Banner_Thumb_Image-1;;lagos;;0;;;9 McEwen Street, Yaba, Lagos;6.503308;3.378797;;;;ccalagos@gmail.com;1;1;http://www.ccalagos.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
arts-initiative-tokyo;Arts Initiative Tokyo;publish;A short description of the initiative by its initiators will appear here shortly.;;855;;;;;ARA_Default_Banner_Thumb_Image-1;;tokyo;;0;;;Twin Bldg. Daikanyama B-403, 30-8 Sarugaku-cho, Shibuya-ku, Tokyo;35.651292;139.701279;;;;otoiawase@a-i-t.net;1;1;http://www.a-i-t.net/en/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
art-link-art;Art Link Art;publish;A short description of the initiative by its initiators will appear here shortly.;;856;;;;;ARA_Default_Banner_Thumb_Image-1;;shanghai;;0;;;Yan Lu, 3A Bldg. 2, 727 Dingxi Rd. Shanghai, China 200052;31.207257;121.423549;;;;info@artlinkart.com;1;1;http://www.artlinkart.com/en/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
dia-studio;Dia Studio;publish;A short description of the initiative by its initiators will appear here shortly.;;857;;;;;ARA_Default_Banner_Thumb_Image-1;;ho-chi-man-city;;0;;;116 Đường số 3, Khu Trung Sơn, Bình Chánh District ;10.73519;106.691473;;;;rstreit@gmail.com;1;1;http://www.diacritic.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
action-art-actuel;Action Art Actuel;publish;A short description of the initiative by its initiators will appear here shortly.;;858;;;;;ARA_Default_Banner_Thumb_Image-1;;saint-jean-sur-richelieu;;0;;;191, rue Richelieu – Saint-Jean-sur-Richelieu, Québec J3B 6X7;45.305902;-73.250766;;;;action@action-art-actuel.org;1;1;http://www.action-art-actuel.org/_fr/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
diagonale;Diagonale;publish;A short description of the initiative by its initiators will appear here shortly.;;859;;;;;ARA_Default_Banner_Thumb_Image-1;;montreal;;0;;;5455 av. de Gaspé, rdc/espace 110, h2t 3b3 Montreal;45.527529;-73.596335;;;;administration@artdiagonale.org;1;1;http://www.artdiagonale.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
atelier-curculaire;Atelier Curculaire;publish;A short description of the initiative by its initiators will appear here shortly.;;860;;;;;ARA_Default_Banner_Thumb_Image-1;;montreal;;0;;;5445, av. de Gaspé, Locaux/Suites #105 & 517, Montreal ;45.527051;-73.595319;;;;communications@atelier-circulaire.qc.ca;1;1;http://www.ateliercirculaire.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
definitely-superior;Definitely Superior;publish;A short description of the initiative by its initiators will appear here shortly.;;861;;;;;ARA_Default_Banner_Thumb_Image-1;;thunder-bay;;0;;;250 Park Ave, Suite 101, P.O.Box 21015, RPO Grandview Mall, Thunder Bay;48.434903;-89.222363;;;;defsup@tbaytel.net;1;1;http://www.definitelysuperior.com/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
