"sep=;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;subtitle;featuredItem;headerImage;headerHeight;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@icon;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
";u-s-blues;";U.S. Blues;;A short description of the initiative by its initiators will appear here shortly.;;507;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;29 ASH ST. #105. BROOKLYN, NY 11222;40.7385371;-73.9537322;;;;info@usblu.es;1;1;usblu.es;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";soloway;";Soloway;;A short description of the initiative by its initiators will appear here shortly.;;508;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;384 S. 4TH ST. BROOKLYN, NY 11211;40.7085269;-73.954162;;;;contactsoloway@gmail.com;1;1;soloway.info;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";lic-a;";Lic-A;;A short description of the initiative by its initiators will appear here shortly.;;509;;;;;ARA_Default_Banner_Thumb_Image-1;;";long-island-city-ny;";;;;;5-25 46th Avenue - Queens, NY 11101;40.7475058;-73.954225;;;;;1;1;http://www.licartists.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";106-green;";106 Green;;A short description of the initiative by its initiators will appear here shortly.;;510;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;104 Green Street, #3. Brooklyn, NY 11222;40.733235;-73.9573319;;;;106green@gmail.com;1;1;http://www.106green.com/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";booklyn;";Booklyn;;A short description of the initiative by its initiators will appear here shortly.;;511;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;37 Greenpoint Avenue 4th Floor, Suite E4G Brooklyn, NY 11222;40.729987;-73.958938;;;;maya@booklyn.org;1;1;http://booklyn.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";not-an-alternative;";Not An Alternative;;A short description of the initiative by its initiators will appear here shortly.;;512;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;67 West Street. Greenpoint, Brooklyn, NY;40.7286044;-73.9593789;;;;info@notanalternative.net;1;1;http://notanalternative.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";five-myles;";Five Myles;;A short description of the initiative by its initiators will appear here shortly.;;513;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;558 ST. JOHNS PL. BROOKLYN, NY 11238;40.672629;-73.959636;;;;info@fivemyles.org;1;1;fivemyles.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";little-nassau;";Little Nassau;;A short description of the initiative by its initiators will appear here shortly.;;514;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;50 TAAFFE PL. 3RD FLOOR, BROOKLYN, NY 11205;40.697512;-73.9612278;;;;info@littlenassau.biz;1;1;littlenassau.biz;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";southfirst;";Southfirst;;A short description of the initiative by its initiators will appear here shortly.;;515;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;60 N. 6TH ST. BROOKLYN, NY 11211;40.7192665;-73.9619055;;;;info@southfirst.org;1;1;southfirst.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
";franklin-furance;";Franklin Furance;;A short description of the initiative by its initiators will appear here shortly.;;516;;;;;ARA_Default_Banner_Thumb_Image-1;;";new-york-ny;";;;;;200 Willoughby Ave. BROKLYN NY 11205;40.691805;-73.9635588;;;;mail@franklinfurnace.org;1;1;http://www.franklinfurnace.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
